Date,Open,High,Low,Close,Volume
2019-11-28,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2019-11-29,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2019-12-02,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2019-12-03,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2019-12-04,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2019-12-05,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2019-12-06,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2019-12-09,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2019-12-10,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2019-12-11,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2019-12-12,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2019-12-13,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2019-12-16,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2019-12-17,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2019-12-18,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2019-12-19,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2019-12-20,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2019-12-23,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2019-12-24,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2019-12-25,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2019-12-26,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2019-12-27,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2019-12-30,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2019-12-31,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-01-02,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-01-03,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-01-06,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-01-07,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-01-08,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-01-09,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-01-10,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-01-13,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-01-14,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-01-15,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-01-16,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-01-17,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-01-20,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-01-21,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-01-22,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-01-23,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-02-03,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-02-04,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-02-05,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-02-06,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-02-07,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-02-10,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-02-11,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-02-12,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-02-13,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-02-14,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-02-17,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-02-18,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-02-19,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-02-20,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-02-21,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-02-24,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-02-25,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-02-26,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-02-27,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-02-28,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-03-02,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
